BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,BenefitPackageId,IssuerId2,StateCode2,MarketCoverage,DentalOnlyPlan,TIN,StandardComponentId,PlanMarketingName,HIOSProductId,HPID,NetworkId,ServiceAreaId,FormularyId,IsNewPlan,PlanType,MetalLevel,UniquePlanDesign,QHPNonQHPTypeId,IsNoticeRequiredForPregnancy,IsReferralRequiredForSpecialist,SpecialistRequiringReferral,PlanLevelExclusions,IndianPlanVariationEstimatedAdvancedPaymentAmountPerEnrollee,CompositeRatingOffered,ChildOnlyOffering,ChildOnlyPlanId,WellnessProgramOffered,DiseaseManagementProgramsOffered,EHBPercentTotalPremium,EHBPediatricDentalApportionmentQuantity,IsGuaranteedRate,SpecialtyDrugMaximumCoinsurance,InpatientCopaymentMaximumDays,BeginPrimaryCareCostSharingAfterNumberOfVisits,BeginPrimaryCareDeductibleCoinsuranceAfterNumberOfCopays,PlanEffictiveDate,PlanExpirationDate,OutOfCountryCoverage,OutOfCountryCoverageDescription,OutOfServiceAreaCoverage,OutOfServiceAreaCoverageDescription,NationalNetwork,URLForEnrollmentPayment,FormularyURL,PlanId,CSRVariationType,IssuerActuarialValue,AVCalculatorOutputNumber,MedicalDrugDeductiblesIntegrated,MedicalDrugMaximumOutofPocketIntegrated,MultipleInNetworkTiers,FirstTierUtilization,SecondTierUtilization,SBCHavingaBabyDeductible,SBCHavingaBabyCopayment,SBCHavingaBabyCoinsurance,SBCHavingaBabyLimit,SBCHavingDiabetesDeductible,SBCHavingDiabetesCopayment,SBCHavingDiabetesCoinsurance,SBCHavingDiabetesLimit,MEHBInnTier1IndividualMOOP,MEHBInnTier1FamilyPerPersonMOOP,MEHBInnTier1FamilyPerGroupMOOP,MEHBInnTier2IndividualMOOP,MEHBInnTier2FamilyPerPersonMOOP,MEHBInnTier2FamilyPerGroupMOOP,MEHBOutOfNetIndividualMOOP,MEHBOutOfNetFamilyPerPersonMOOP,MEHBOutOfNetFamilyPerGroupMOOP,MEHBCombInnOonIndividualMOOP,MEHBCombInnOonFamilyPerPersonMOOP,MEHBCombInnOonFamilyPerGroupMOOP,DEHBInnTier1IndividualMOOP,DEHBInnTier1FamilyPerPersonMOOP,DEHBInnTier1FamilyPerGroupMOOP,DEHBInnTier2IndividualMOOP,DEHBInnTier2FamilyPerPersonMOOP,DEHBInnTier2FamilyPerGroupMOOP,DEHBOutOfNetIndividualMOOP,DEHBOutOfNetFamilyPerPersonMOOP,DEHBOutOfNetFamilyPerGroupMOOP,DEHBCombInnOonIndividualMOOP,DEHBCombInnOonFamilyPerPersonMOOP,DEHBCombInnOonFamilyPerGroupMOOP,TEHBInnTier1IndividualMOOP,TEHBInnTier1FamilyPerPersonMOOP,TEHBInnTier1FamilyPerGroupMOOP,TEHBInnTier2IndividualMOOP,TEHBInnTier2FamilyPerPersonMOOP,TEHBInnTier2FamilyPerGroupMOOP,TEHBOutOfNetIndividualMOOP,TEHBOutOfNetFamilyPerPersonMOOP,TEHBOutOfNetFamilyPerGroupMOOP,TEHBCombInnOonIndividualMOOP,TEHBCombInnOonFamilyPerPersonMOOP,TEHBCombInnOonFamilyPerGroupMOOP,MEHBDedInnTier1Individual,MEHBDedInnTier1FamilyPerPerson,MEHBDedInnTier1FamilyPerGroup,MEHBDedInnTier1Coinsurance,MEHBDedInnTier2Individual,MEHBDedInnTier2FamilyPerPerson,MEHBDedInnTier2FamilyPerGroup,MEHBDedInnTier2Coinsurance,MEHBDedOutOfNetIndividual,MEHBDedOutOfNetFamilyPerPerson,MEHBDedOutOfNetFamilyPerGroup,MEHBDedCombInnOonIndividual,MEHBDedCombInnOonFamilyPerPerson,MEHBDedCombInnOonFamilyPerGroup,DEHBDedInnTier1Individual,DEHBDedInnTier1FamilyPerPerson,DEHBDedInnTier1FamilyPerGroup,DEHBDedInnTier1Coinsurance,DEHBDedInnTier2Individual,DEHBDedInnTier2FamilyPerPerson,DEHBDedInnTier2FamilyPerGroup,DEHBDedInnTier2Coinsurance,DEHBDedOutOfNetIndividual,DEHBDedOutOfNetFamilyPerPerson,DEHBDedOutOfNetFamilyPerGroup,DEHBDedCombInnOonIndividual,DEHBDedCombInnOonFamilyPerPerson,DEHBDedCombInnOonFamilyPerGroup,TEHBDedInnTier1Individual,TEHBDedInnTier1FamilyPerPerson,TEHBDedInnTier1FamilyPerGroup,TEHBDedInnTier1Coinsurance,TEHBDedInnTier2Individual,TEHBDedInnTier2FamilyPerPerson,TEHBDedInnTier2FamilyPerGroup,TEHBDedInnTier2Coinsurance,TEHBDedOutOfNetIndividual,TEHBDedOutOfNetFamilyPerPerson,TEHBDedOutOfNetFamilyPerGroup,TEHBDedCombInnOonIndividual,TEHBDedCombInnOonFamilyPerPerson,TEHBDedCombInnOonFamilyPerGroup,IsHSAEligible,HSAOrHRAEmployerContribution,HSAOrHRAEmployerContributionAmount,URLForSummaryofBenefitsCoverage,PlanBrochure,RowNumber
2016,NV,16698,SERFF,5,8/20/15 12:28,12,16698,NV,Individual,No,88-0293082,16698NV0450017,Prominence Health Plan Bronze 4 Health Care Partners,16698NV045,,NVN003,NVS002,NVF001,New,HMO,Bronze,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,0,0,0,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450017-02,Zero Cost Sharing Plan Variation,,1,Yes,Yes,No,100%,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,$0 ,$0 per person,$0 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0 ,$0 per person,$0 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,6
2016,NV,16698,SERFF,5,8/20/15 12:28,12,16698,NV,Individual,No,88-0293082,16698NV0450017,Prominence Health Plan Bronze 4 Health Care Partners,16698NV045,,NVN003,NVS002,NVF001,New,HMO,Bronze,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,0,0,0,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450017-03,Limited Cost Sharing Plan Variation,,0.590237439,Yes,Yes,No,100%,,"$6,850 ",$0 ,$0 ,$150 ,"$5,270 ",$0 ,$0 ,$80 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,7
2016,NV,16698,SERFF,5,8/20/15 12:28,13,16698,NV,Individual,No,88-0293082,16698NV0450018,Prominence Health Plan Bronze 5 Health Care Partners,16698NV045,,NVN003,NVS002,NVF002,New,HMO,Bronze,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,0,0,2,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450018-00,Standard Bronze Off Exchange Plan,,0.592501342,No,Yes,No,100%,,"$6,350 ",$400 ,$0 ,$150 ,"$5,130 ",$0 ,$0 ,$80 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"$6,350 ",$6350 per person,$12700 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$500 ,$500 per person,$1000 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,4
2016,NV,16698,SERFF,5,8/20/15 12:28,13,16698,NV,Individual,No,88-0293082,16698NV0450018,Prominence Health Plan Bronze 5 Health Care Partners,16698NV045,,NVN003,NVS002,NVF002,New,HMO,Bronze,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,0,0,2,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450018-01,Standard Bronze On Exchange Plan,,0.592501342,No,Yes,No,100%,,"$6,350 ",$400 ,$0 ,$150 ,"$5,130 ",$0 ,$0 ,$80 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"$6,350 ",$6350 per person,$12700 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$500 ,$500 per person,$1000 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,5
2016,NV,16698,SERFF,5,8/20/15 12:28,13,16698,NV,Individual,No,88-0293082,16698NV0450018,Prominence Health Plan Bronze 5 Health Care Partners,16698NV045,,NVN003,NVS002,NVF002,New,HMO,Bronze,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,0,0,2,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450018-02,Zero Cost Sharing Plan Variation,,1,No,Yes,No,100%,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,$0 ,$0 per person,$0 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$0 ,$0 per person,$0 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$0 ,$0 per person,$0 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,6
2016,NV,16698,SERFF,5,8/20/15 12:28,13,16698,NV,Individual,No,88-0293082,16698NV0450018,Prominence Health Plan Bronze 5 Health Care Partners,16698NV045,,NVN003,NVS002,NVF002,New,HMO,Bronze,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,0,0,2,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450018-03,Limited Cost Sharing Plan Variation,,0.592501342,No,Yes,No,100%,,"$6,350 ",$400 ,$0 ,$150 ,"$5,130 ",$0 ,$0 ,$80 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"$6,350 ",$6350 per person,$12700 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$500 ,$500 per person,$1000 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,7
2016,NV,16698,SERFF,5,8/20/15 12:28,14,16698,NV,Individual,No,88-0293082,16698NV0450019,Prominence Health Plan Silver 10 Health Care Partners,16698NV045,,NVN003,NVS002,NVF004,Existing,HMO,Silver,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,5,0,0,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450019-00,Standard Silver Off Exchange Plan,,0.692299068,No,Yes,No,100%,,$0 ,"$1,490 ",$0 ,$150 ,$0 ,"$1,720 ",$0 ,$80 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,200 ",$6200 per person,$12400 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"$3,000 ",$3000 per person,$9000 per group,20%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$250 ,$250 per person,$750 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,4
2016,NV,16698,SERFF,5,8/20/15 12:28,14,16698,NV,Individual,No,88-0293082,16698NV0450019,Prominence Health Plan Silver 10 Health Care Partners,16698NV045,,NVN003,NVS002,NVF004,Existing,HMO,Silver,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,5,0,0,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450019-01,Standard Silver On Exchange Plan,,0.692299068,No,Yes,No,100%,,$0 ,"$1,490 ",$0 ,$150 ,$0 ,"$1,720 ",$0 ,$80 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,200 ",$6200 per person,$12400 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"$3,000 ",$3000 per person,$9000 per group,20%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$250 ,$250 per person,$750 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,5
2016,NV,16698,SERFF,5,8/20/15 12:28,14,16698,NV,Individual,No,88-0293082,16698NV0450019,Prominence Health Plan Silver 10 Health Care Partners,16698NV045,,NVN003,NVS002,NVF004,Existing,HMO,Silver,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,5,0,0,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450019-02,Zero Cost Sharing Plan Variation,,1,No,Yes,No,100%,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,$0 ,$0 per person,$0 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$0 ,$0 per person,$0 per group,0%,,,,,$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,0%,,,,,$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,,,,,,,,,,,,,,,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,6
2016,NV,16698,SERFF,5,8/20/15 12:28,14,16698,NV,Individual,No,88-0293082,16698NV0450019,Prominence Health Plan Silver 10 Health Care Partners,16698NV045,,NVN003,NVS002,NVF004,Existing,HMO,Silver,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,5,0,0,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450019-03,Limited Cost Sharing Plan Variation,,0.692299068,No,Yes,No,100%,,$0 ,"$1,490 ",$0 ,$150 ,$0 ,"$1,720 ",$0 ,$80 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,200 ",$6200 per person,$12400 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"$3,000 ",$3000 per person,$9000 per group,20%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$250 ,$250 per person,$750 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,7
2016,NV,16698,SERFF,5,8/20/15 12:28,14,16698,NV,Individual,No,88-0293082,16698NV0450019,Prominence Health Plan Silver 10 Health Care Partners,16698NV045,,NVN003,NVS002,NVF004,Existing,HMO,Silver,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,5,0,0,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450019-04,73% AV Level Silver Plan,,0.734999418,No,Yes,No,100%,,$0 ,"$1,490 ",$0 ,$150 ,$0 ,"$1,570 ",$0 ,$80 ,,,,,,,,,,,,,,,,,,,,,,,,,"$5,000 ",$5000 per person,$10000 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,"$3,000 ",$3000 per person,$9000 per group,20%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$0 ,$0 per person,$0 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,8
2016,NV,16698,SERFF,5,8/20/15 12:28,14,16698,NV,Individual,No,88-0293082,16698NV0450019,Prominence Health Plan Silver 10 Health Care Partners,16698NV045,,NVN003,NVS002,NVF004,Existing,HMO,Silver,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,5,0,0,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450019-05,87% AV Level Silver Plan,,0.875978589,No,Yes,No,100%,,$0 ,$850 ,$0 ,$150 ,$0 ,"$1,180 ",$0 ,$80 ,,,,,,,,,,,,,,,,,,,,,,,,,"$2,000 ",$2000 per person,$4000 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$300 ,$300 per person,$900 per group,20%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$0 ,$0 per person,$0 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,9
2016,NV,16698,SERFF,5,8/20/15 12:28,14,16698,NV,Individual,No,88-0293082,16698NV0450019,Prominence Health Plan Silver 10 Health Care Partners,16698NV045,,NVN003,NVS002,NVF004,Existing,HMO,Silver,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,5,0,0,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450019-06,94% AV Level Silver Plan,,0.935558617,No,Yes,No,100%,,$0 ,$480 ,$0 ,$150 ,$0 ,$750 ,$0 ,$80 ,,,,,,,,,,,,,,,,,,,,,,,,,$750 ,$750 per person,$1500 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$125 ,$125 per person,$375 per group,20%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,$0 ,$0 per person,$0 per group,0%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,10
2016,NV,16698,SERFF,5,8/20/15 12:28,15,16698,NV,Individual,No,88-0293082,16698NV0450020,Prominence Health Plan Silver 50 Health Care Partners,16698NV045,,NVN003,NVS002,NVF007,New,HMO,Silver,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,0,0,0,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450020-00,Standard Silver Off Exchange Plan,,0.68194741,Yes,Yes,No,100%,,"$4,470 ",$270 ,$0 ,$150 ,$0 ,"$1,670 ",$0 ,$80 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,000 ",$6000 per person,$12000 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,000 ",$5000 per person,$10000 per group,30%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,4
2016,NV,16698,SERFF,5,8/20/15 12:28,15,16698,NV,Individual,No,88-0293082,16698NV0450020,Prominence Health Plan Silver 50 Health Care Partners,16698NV045,,NVN003,NVS002,NVF007,New,HMO,Silver,No,Both,No,Yes,All Specialists,,$0.00 ,No,Allows Adult and Child-Only,,Yes,"Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Pregnancy, Weight Loss Programs",0.9995,,,,0,0,0,1/1/16,12/31/16,Yes,Emergency Only,Yes,Emergency Only,No,https://prominencehealthplan.softheon.com/Marketplace/PaymentCenter/Payment.aspx,http://prominencehealthplan.com/members/products-and-services/pharmacy-services/,16698NV0450020-01,Standard Silver On Exchange Plan,,0.68194741,Yes,Yes,No,100%,,"$4,470 ",$270 ,$0 ,$150 ,$0 ,"$1,670 ",$0 ,$80 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,000 ",$6000 per person,$12000 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,000 ",$5000 per person,$10000 per group,30%,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,No,,,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,http://prominencehealthplan.com/individual-and-family-plans/nevada-health-link-individual-and-family-plans/,5
