BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,FederalTIN,RateEffectiveDate,RateExpirationDate,PlanId,RatingAreaId,Tobacco,Age,IndividualRate,IndividualTobaccoRate,Couple,PrimarySubscriberAndOneDependent,PrimarySubscriberAndTwoDependents,PrimarySubscriberAndThreeOrMoreDependents,CoupleAndOneDependent,CoupleAndTwoDependents,CoupleAndThreeOrMoreDependents,RowNumber
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,64,892.38,1329.66,,,,,,,,104
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,65 and over,892.38,1329.66,,,,,,,,105
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,0-20,210.87,210.87,,,,,,,,106
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,21,332.08,348.68,,,,,,,,107
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,22,332.08,348.68,,,,,,,,108
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,23,332.08,348.68,,,,,,,,109
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,24,332.08,348.68,,,,,,,,110
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,25,333.41,366.75,,,,,,,,111
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,26,340.05,374.06,,,,,,,,112
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,27,348.02,382.82,,,,,,,,113
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,28,360.97,397.07,,,,,,,,114
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,29,371.6,408.76,,,,,,,,115
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,30,376.91,433.45,,,,,,,,116
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,31,384.88,442.61,,,,,,,,117
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,32,392.85,451.78,,,,,,,,118
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,33,397.83,457.5,,,,,,,,119
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,34,403.15,463.61,,,,,,,,120
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,35,405.8,486.95,,,,,,,,121
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,36,408.46,490.14,,,,,,,,122
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,37,411.12,493.33,,,,,,,,123
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,38,413.77,496.52,,,,,,,,124
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,39,419.08,502.89,,,,,,,,125
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,40,424.4,530.5,,,,,,,,126
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,41,432.37,540.46,,,,,,,,127
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,42,440.01,550.01,,,,,,,,128
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,43,450.63,563.29,,,,,,,,129
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,44,463.92,579.89,,,,,,,,130
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,45,479.52,623.37,,,,,,,,131
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,46,498.12,647.55,,,,,,,,132
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,47,519.04,674.75,,,,,,,,133
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,48,542.95,705.83,,,,,,,,134
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,49,566.53,736.48,,,,,,,,135
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,50,593.09,830.33,,,,,,,,136
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,51,619.33,867.06,,,,,,,,137
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,52,648.22,907.5,,,,,,,,138
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,53,677.44,948.42,,,,,,,,139
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,54,708.99,992.58,,,,,,,,140
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,55,740.54,1103.4,,,,,,,,141
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,56,774.74,1154.37,,,,,,,,142
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,57,809.28,1205.83,,,,,,,,143
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,58,846.14,1260.75,,,,,,,,144
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,59,864.4,1287.96,,,,,,,,145
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,60,901.27,1342.89,,,,,,,,146
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,61,933.14,1390.39,,,,,,,,147
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,62,954.07,1421.56,,,,,,,,148
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,63,980.3,1460.65,,,,,,,,149
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 3,Tobacco User/Non-Tobacco User,64,996.24,1484.4,,,,,,,,150
